,ID,RA,DEC,FWHM_R,PROB_STAR,PROB_QSO,PROB_GAL
317,b'iDR3.STRIPE82-0001.012188',0.4541185320400555,-1.071823159834932,5.384623527526856,0.0,0.0,1.0
318,b'iDR3.STRIPE82-0001.012202',359.90653671901265,-1.0709611447378058,7.489678859710693,0.0,0.005,0.995
319,b'iDR3.STRIPE82-0001.012233',0.5105722377742402,-1.070423818690451,11.484248161315918,0.0,0.0,1.0
320,b'iDR3.STRIPE82-0001.012234',0.2555372776617984,-1.071004270976605,6.278589725494385,0.0,0.0,1.0
321,b'iDR3.STRIPE82-0001.012251',359.6623259822352,-1.069745457262514,13.560957908630373,0.02,0.0,0.98
322,b'iDR3.STRIPE82-0001.012284',0.6469433281165269,-1.0690270565725306,6.6453118324279785,0.07,0.125,0.805
323,b'iDR3.STRIPE82-0001.012332',359.57453777178137,-1.0676868388351228,5.721778869628906,0.0,0.0,1.0
324,b'iDR3.STRIPE82-0001.012377',0.2754690901830646,-1.0659260435839764,6.324685573577881,0.02,0.0,0.98
325,b'iDR3.STRIPE82-0001.012378',0.4707462863566762,-1.0708776673874858,22.036121368408203,0.0,0.0,1.0
326,b'iDR3.STRIPE82-0001.012450',0.5307239371456037,-1.0649294383281294,10.72937297821045,0.0,0.0,1.0
327,b'iDR3.STRIPE82-0001.012542',0.5271559514332715,-1.065295902883725,4.93190336227417,0.0,0.0,1.0
328,b'iDR3.STRIPE82-0001.012556',0.5133070471807394,-1.0608136461786766,5.641665935516357,0.0,0.28,0.72
329,b'iDR3.STRIPE82-0001.012572',359.5696609023219,-1.0603853040589188,8.166512489318848,0.0,0.0,1.0
330,b'iDR3.STRIPE82-0001.012612',0.4921354866528419,-1.0594227387545032,6.908408164978027,0.01,0.0,0.99
331,b'iDR3.STRIPE82-0001.012618',0.1253989627086933,-1.0593000595926052,4.79639196395874,0.01,0.01,0.98
332,b'iDR3.STRIPE82-0001.012641',0.1286033195562654,-1.0587101907205143,4.525046348571777,0.02,0.0,0.98
333,b'iDR3.STRIPE82-0001.012644',359.43200918930694,-1.058366567809406,6.07601261138916,0.0,0.0,1.0
334,b'iDR3.STRIPE82-0001.012652',0.5269266708977238,-1.058260101666595,6.539648056030273,0.0,0.0,1.0
335,b'iDR3.STRIPE82-0001.012696',0.6380990911068233,-1.0570598702964171,5.572153091430664,0.0,0.03,0.97
336,b'iDR3.STRIPE82-0001.012740',0.5680098913699833,-1.0556280175820705,12.838727951049805,0.0,0.0,1.0
337,b'iDR3.STRIPE82-0001.012775',0.6679911018343365,-1.0547858460997843,4.978877544403076,0.0,0.0,1.0
338,b'iDR3.STRIPE82-0001.012779',0.045959257966537,-1.054736940287453,7.00911808013916,0.0,0.0,1.0
339,b'iDR3.STRIPE82-0001.012780',0.6058258329266125,-1.0545472298243863,6.605106830596924,0.02,0.0,0.98
340,b'iDR3.STRIPE82-0001.012781',359.9288699451656,-1.054637862945201,8.607436180114746,0.0,0.0,1.0
341,b'iDR3.STRIPE82-0001.012814',359.40443285677856,-1.053343716991061,4.428980827331543,0.0,0.01,0.99
342,b'iDR3.STRIPE82-0001.012820',0.2648256195598977,-1.0533191184221389,17.277706146240234,0.0,0.0,1.0
343,b'iDR3.STRIPE82-0001.012825',359.8972695762025,-1.0531330501623182,4.888775825500488,0.07,0.0,0.93
344,b'iDR3.STRIPE82-0001.012832',359.3515440807687,-1.052965713998784,6.904138088226318,0.0,0.0,1.0
345,b'iDR3.STRIPE82-0001.012897',359.48509160044176,-1.0581350315434663,14.46967887878418,0.0,0.0,1.0
346,b'iDR3.STRIPE82-0001.012914',359.3878568592044,-1.0507605601908907,5.667079925537109,0.0,0.0,1.0
347,b'iDR3.STRIPE82-0001.012937',0.5687420528061816,-1.05005482652471,6.336978435516357,0.0,0.0,1.0
348,b'iDR3.STRIPE82-0001.012953',0.3477927687203812,-1.0539415750379582,7.992713451385498,0.0,0.0,1.0
349,b'iDR3.STRIPE82-0001.013000',0.1870133879888391,-1.048059534940621,13.643157958984377,0.0,0.0,1.0
350,b'iDR3.STRIPE82-0001.013033',0.4756709458405597,-1.048809043173132,8.236236572265625,0.0,0.01,0.99
351,b'iDR3.STRIPE82-0001.013039',0.4282570623139866,-1.0471636645494804,5.668014526367188,0.02,0.0,0.98
352,b'iDR3.STRIPE82-0001.013050',0.4198961829723973,-1.0470209172612814,8.503580093383789,0.0,0.0,1.0
353,b'iDR3.STRIPE82-0001.013070',0.5496915576526735,-1.0464374511565455,6.881746292114258,0.0,0.0,1.0
354,b'iDR3.STRIPE82-0001.013140',0.5698710788204395,-1.0459674414206797,4.292004108428955,0.0,0.0,1.0
355,b'iDR3.STRIPE82-0001.013166',359.8382400428142,-1.0440040285137655,5.5487141609191895,0.03,0.21,0.76
356,b'iDR3.STRIPE82-0001.013169',359.86801556816965,-1.043649555941542,8.234464645385742,0.0,0.0,1.0
357,b'iDR3.STRIPE82-0001.013179',0.1994021846615004,-1.047495406559591,5.075786590576172,0.0,0.0,1.0
358,b'iDR3.STRIPE82-0001.013206',359.9665224165796,-1.0425992284970262,5.101798057556152,0.04,0.01,0.95
359,b'iDR3.STRIPE82-0001.013210',359.2951799540584,-1.042258424854543,8.747054100036621,0.0,0.0,1.0
360,b'iDR3.STRIPE82-0001.013247',0.1664217228075825,-1.041366133415509,5.6797380447387695,0.0,0.04,0.96
361,b'iDR3.STRIPE82-0001.013274',0.5621328994418952,-1.0408810719659742,6.9069013595581055,0.01,0.01,0.98
362,b'iDR3.STRIPE82-0001.013302',0.6087360923652793,-1.043008371474455,7.509430885314941,0.0,0.0,1.0
363,b'iDR3.STRIPE82-0001.013427',359.3142681064214,-1.0368846037902035,12.440122604370115,0.0,0.0,1.0
364,b'iDR3.STRIPE82-0001.013446',0.5884039444466801,-1.0363964666373484,8.731807708740234,0.0,0.0,1.0
365,b'iDR3.STRIPE82-0001.013531',0.204808888260836,-1.0340264118290134,6.975621223449707,0.01,0.01,0.98
366,b'iDR3.STRIPE82-0001.013660',0.4180737952107028,-1.0305945529684664,11.603652000427246,0.01,0.01,0.98
367,b'iDR3.STRIPE82-0001.013680',0.4477103942008494,-1.0299775006906398,8.750557899475098,0.0,0.0,1.0
368,b'iDR3.STRIPE82-0001.013723',0.320897079580977,-1.032812555799413,4.535590648651123,0.0,0.0,1.0
369,b'iDR3.STRIPE82-0001.013754',0.076584092242333,-1.028059035119162,7.925955772399902,0.03,0.04,0.93
370,b'iDR3.STRIPE82-0001.013764',0.4235534961403024,-1.0277182759260404,6.281304836273193,0.0,0.0,1.0
371,b'iDR3.STRIPE82-0001.013804',359.5652882318625,-1.0286527415675526,7.643314361572266,0.0,0.0,1.0
372,b'iDR3.STRIPE82-0001.013822',0.4055214995318294,-1.0264770031803725,6.310927867889404,0.0,0.0,1.0
373,b'iDR3.STRIPE82-0001.013830',0.4930964421644568,-1.0256637145874326,8.803790092468262,0.0,0.0,1.0
374,b'iDR3.STRIPE82-0001.013842',0.5616849821769098,-1.025181803019908,7.405808448791504,0.0,0.0,1.0
375,b'iDR3.STRIPE82-0001.013890',359.54095410459394,-1.0318518689779272,4.595270156860352,0.0,0.0,1.0
376,b'iDR3.STRIPE82-0001.013920',0.1089512709377968,-1.0233632176349283,14.61330795288086,0.0,0.0,1.0
377,b'iDR3.STRIPE82-0001.013925',0.4259795504088745,-1.02467321661538,5.060667991638184,0.0,0.0,1.0
378,b'iDR3.STRIPE82-0001.013950',359.33013903975024,-1.022368848782012,7.479365348815918,0.04,0.0,0.96
379,b'iDR3.STRIPE82-0001.014092',0.2565272854554193,-1.019538036773061,17.837923049926758,0.0,0.0,1.0
380,b'iDR3.STRIPE82-0001.014113',0.6966161641184715,-1.019413185463483,8.07468318939209,0.0,0.0,1.0
381,b'iDR3.STRIPE82-0001.014274',359.7885438609837,-1.012778623477911,5.85083532333374,0.0,0.0,1.0
382,b'iDR3.STRIPE82-0001.014302',0.0955546163183035,-1.0120128645320758,4.96856164932251,0.0,0.0,1.0
383,b'iDR3.STRIPE82-0001.014365',359.5714032554599,-1.0098722188585985,6.628283977508545,0.08,0.26,0.66
384,b'iDR3.STRIPE82-0001.014399',0.3734960049246864,-1.0090477687201889,6.195883274078369,0.0,0.0,1.0
385,b'iDR3.STRIPE82-0001.014425',0.3621106048764752,-1.008238881997117,6.694260597229004,0.0,0.01,0.99
386,b'iDR3.STRIPE82-0001.014444',359.71167794313567,-1.007436251389729,4.658485412597656,0.0,0.0,1.0
387,b'iDR3.STRIPE82-0001.014451',0.1996322035514415,-1.0071782661080138,5.807874202728272,0.0,0.0,1.0
388,b'iDR3.STRIPE82-0001.014454',359.67806172395035,-1.0069489276673484,9.536913871765137,0.0,0.02,0.98
389,b'iDR3.STRIPE82-0001.014552',359.8762638556272,-1.0041532285204382,6.902492523193359,0.0,0.0,1.0
390,b'iDR3.STRIPE82-0001.014585',359.88242756099174,-1.0116357783861067,25.565906524658203,0.0,0.0,1.0
391,b'iDR3.STRIPE82-0001.014598',359.95924275441314,-1.0029938564075784,8.355159759521484,0.0,0.0,1.0
392,b'iDR3.STRIPE82-0001.014695',0.4173380929241961,-1.0007636355261036,5.799151420593262,0.0,0.0,1.0
393,b'iDR3.STRIPE82-0001.014711',359.5619775599525,-1.001237320491844,10.469402313232422,0.0,0.0,1.0
394,b'iDR3.STRIPE82-0001.014738',0.3029168183619333,-0.9991653502985134,7.592624664306641,0.0,0.0,1.0
395,b'iDR3.STRIPE82-0001.014744',0.4731502394996353,-0.9991455827441528,6.094847202301025,0.0,0.0,1.0
396,b'iDR3.STRIPE82-0001.014749',0.4122185742975001,-0.9990323862727406,7.984964370727539,0.02,0.0,0.98
397,b'iDR3.STRIPE82-0001.014778',359.61062518633787,-0.9977636649984452,14.689955711364746,0.0,0.0,1.0
398,b'iDR3.STRIPE82-0001.014786',0.5014242021038802,-0.9974454839610674,9.054037094116213,0.01,0.01,0.98
399,b'iDR3.STRIPE82-0001.014803',359.3577822528247,-0.9970841044929242,12.72878360748291,0.0,0.0,1.0
400,b'iDR3.STRIPE82-0001.014866',0.4729120363905197,-0.9949657932927052,7.122865676879883,0.0,0.0,1.0
401,b'iDR3.STRIPE82-0001.014900',359.83751943288337,-0.9937221992358596,6.499942302703857,0.0,0.0,1.0
402,b'iDR3.STRIPE82-0001.014947',359.4001964045533,-0.9934034415986058,6.221116542816162,0.0,0.01,0.99
403,b'iDR3.STRIPE82-0001.014952',359.7907702406193,-0.992174029442573,6.8680739402771,0.01,0.03,0.96
404,b'iDR3.STRIPE82-0001.014963',359.4116883617837,-0.991879200816112,8.316973686218262,0.01,0.04,0.95
405,b'iDR3.STRIPE82-0001.015010',359.53175926039285,-0.9901128769045064,9.332223892211914,0.03,0.01,0.96
406,b'iDR3.STRIPE82-0001.015029',359.7986338013263,-0.9893546894232887,10.33586597442627,0.01,0.0,0.99
407,b'iDR3.STRIPE82-0001.015049',0.2302396352073119,-0.9889791631030956,9.527231216430664,0.0,0.0,1.0
408,b'iDR3.STRIPE82-0001.015058',0.4578289886579282,-0.9905276210926413,4.741086483001709,0.0,0.0,1.0
409,b'iDR3.STRIPE82-0001.015136',0.3059668054678183,-0.9930067931992768,8.800010681152344,0.0,0.03,0.97
410,b'iDR3.STRIPE82-0001.015178',359.5342765845583,-0.9966558614492936,13.28383445739746,0.0,0.0,1.0
411,b'iDR3.STRIPE82-0001.015232',0.3816835732280003,-0.9839298110597724,4.172136306762695,0.0,0.0,1.0
412,b'iDR3.STRIPE82-0001.015280',0.3554940804968777,-0.9826367250069592,7.587678909301758,0.0,0.0,1.0
413,b'iDR3.STRIPE82-0001.015291',359.5261378107152,-0.987275909446632,11.720877647399902,0.0,0.0,1.0
414,b'iDR3.STRIPE82-0001.015295',0.5058567240120408,-0.9822351434752422,13.642911911010742,0.02,0.0,0.98
415,b'iDR3.STRIPE82-0001.015301',0.0939992509398843,-0.9884837772431307,18.29059410095215,0.01,0.0,0.99
416,b'iDR3.STRIPE82-0001.015333',0.2155920487162526,-0.9812452613232552,9.973519325256348,0.0,0.0,1.0
417,b'iDR3.STRIPE82-0001.015334',0.2929995367259315,-0.9808409554376668,7.727129936218262,0.0,0.0,1.0
418,b'iDR3.STRIPE82-0001.015335',359.9461218884252,-0.9808954644949924,14.437329292297363,0.0,0.0,1.0
419,b'iDR3.STRIPE82-0001.015369',0.3539059761029307,-0.9802359807774303,5.240356922149658,0.0,0.0,1.0
420,b'iDR3.STRIPE82-0001.015425',0.5506372651862637,-0.9783973943757016,9.25563907623291,0.07,0.0,0.93
421,b'iDR3.STRIPE82-0001.015432',0.6892001228465746,-0.993422110778768,18.090669631958008,0.0,0.0,1.0
422,b'iDR3.STRIPE82-0001.015485',359.9682407705604,-0.976927841086022,6.636710643768311,0.01,0.0,0.99
423,b'iDR3.STRIPE82-0001.015490',0.611548315631375,-0.9767722133217746,8.33322811126709,0.0,0.0,1.0
424,b'iDR3.STRIPE82-0001.015548',0.6820742446389271,-0.975381125665343,5.451131820678711,0.0,0.0,1.0
425,b'iDR3.STRIPE82-0001.015560',0.5444378411624328,-0.97504616755304,4.396266937255859,0.0,0.0,1.0
426,b'iDR3.STRIPE82-0001.015586',359.31681406207326,-0.974113511715342,5.028679847717285,0.0,0.0,1.0
427,b'iDR3.STRIPE82-0001.015592',359.5994798227044,-0.9740397352882212,4.417763233184815,0.01,0.0,0.99
428,b'iDR3.STRIPE82-0001.015605',0.1265413039593909,-0.9736216889079656,4.187209129333496,0.04,0.0,0.96
429,b'iDR3.STRIPE82-0001.015612',0.5979208606070028,-0.973449433775537,6.483428001403809,0.0,0.0,1.0
430,b'iDR3.STRIPE82-0001.015637',0.4436467709300569,-0.9725404473502052,8.173840522766113,0.0,0.0,1.0
431,b'iDR3.STRIPE82-0001.015639',0.2721187478281233,-0.9739722659964668,7.733060836791992,0.0,0.0,1.0
432,b'iDR3.STRIPE82-0001.015643',359.8125441997468,-0.9792602398332436,5.0196614265441895,0.0,0.0,1.0
433,b'iDR3.STRIPE82-0001.015692',0.4021091141567434,-0.9772292257426568,10.666359901428224,0.0,0.0,1.0
434,b'iDR3.STRIPE82-0001.015735',359.5519364722865,-0.9708942141904952,5.32496452331543,0.0,0.0,1.0
435,b'iDR3.STRIPE82-0001.015779',0.0676931192225703,-0.9678464544904468,5.882250308990479,0.0,0.0,1.0
436,b'iDR3.STRIPE82-0001.015785',359.424133186016,-0.9677171996153164,3.630407333374024,0.39,0.19,0.42
437,b'iDR3.STRIPE82-0001.015786',0.595313728934143,-0.9677272349629886,4.321874141693115,0.01,0.01,0.98
438,b'iDR3.STRIPE82-0001.015832',0.1696299816070807,-0.9663875801906824,6.236875534057617,0.04,0.0,0.96
439,b'iDR3.STRIPE82-0001.015850',359.3492592559926,-0.9655499952516824,6.622218132019043,0.01,0.0,0.99
440,b'iDR3.STRIPE82-0001.015857',0.4782370978744971,-0.9655668047748392,10.9412202835083,0.0,0.0,1.0
441,b'iDR3.STRIPE82-0001.015858',359.5787857607953,-0.9689834974552668,5.689055442810059,0.0,0.0,1.0
442,b'iDR3.STRIPE82-0001.015905',0.3692275406591955,-0.9654224718860644,6.664811611175537,0.0,0.0,1.0
443,b'iDR3.STRIPE82-0001.015917',0.5443972622706993,-0.966457046504913,4.467451095581055,0.01,0.01,0.98
444,b'iDR3.STRIPE82-0001.016033',0.6272577482823644,-0.9605433038350938,5.904841423034668,0.0,0.0,1.0
445,b'iDR3.STRIPE82-0001.016053',359.60774044839866,-0.9655458096824312,11.789490699768066,0.0,0.0,1.0
446,b'iDR3.STRIPE82-0001.016110',359.66543935028415,-0.9583748558231718,4.814767360687256,0.0,0.01,0.99
447,b'iDR3.STRIPE82-0001.016128',359.5986971681669,-0.9580368846126792,4.9727654457092285,0.05,0.0,0.95
448,b'iDR3.STRIPE82-0001.016157',0.1857755814593178,-0.9572952040216404,5.256244659423828,0.0,0.0,1.0
449,b'iDR3.STRIPE82-0001.016161',0.3337710734084775,-0.9588796692584364,5.043489933013916,0.0,0.0,1.0
450,b'iDR3.STRIPE82-0001.016200',0.5307822646852367,-0.9559328687455988,5.359629154205322,0.0,0.0,1.0
451,b'iDR3.STRIPE82-0001.016229',359.52892746816246,-0.9548921812353516,11.058836936950684,0.0,0.0,1.0
452,b'iDR3.STRIPE82-0001.016280',359.5102607232833,-0.95302556315097,4.560608863830566,0.01,0.0,0.99
453,b'iDR3.STRIPE82-0001.016305',0.480352796261198,-0.9523721649855522,8.407082557678223,0.0,0.0,1.0
454,b'iDR3.STRIPE82-0001.016324',0.5944886003232647,-0.9517359710607056,7.677333831787109,0.0,0.0,1.0
455,b'iDR3.STRIPE82-0001.016332',0.23653892087917,-0.9565162067373726,11.075300216674805,0.0,0.0,1.0
456,b'iDR3.STRIPE82-0001.016351',0.5404326570125688,-0.9523342742355324,11.090617179870604,0.0,0.0,1.0
457,b'iDR3.STRIPE82-0001.016390',359.426385178448,-0.9497964850206504,5.970900058746338,0.01,0.0,0.99
458,b'iDR3.STRIPE82-0001.016469',0.1720697909716207,-0.9553470847457056,5.62610387802124,0.0,0.0,1.0
459,b'iDR3.STRIPE82-0001.016575',359.6144746184919,-0.9446120570334444,9.022936820983888,0.0,0.0,1.0
460,b'iDR3.STRIPE82-0001.016577',359.7554692405659,-0.94610556908582,5.836922645568848,0.0,0.0,1.0
461,b'iDR3.STRIPE82-0001.016584',0.0967191555955266,-0.9445280300581405,6.7594804763793945,0.0,0.0,1.0
462,b'iDR3.STRIPE82-0001.016661',0.2728592407730374,-0.9430871261917548,5.396233081817627,0.0,0.0,1.0
463,b'iDR3.STRIPE82-0001.016671',0.5065193626569355,-0.9612489377119532,5.124649524688721,0.0,0.01,0.99
464,b'iDR3.STRIPE82-0001.016685',359.87299122062115,-0.9423231847120797,11.881318092346191,0.0,0.01,0.99
465,b'iDR3.STRIPE82-0001.016701',0.0511173352797264,-0.9435359013862268,9.720232963562012,0.0,0.0,1.0
466,b'iDR3.STRIPE82-0001.016703',359.75560902559715,-0.9412257093614012,6.033373832702637,0.0,0.0,1.0
467,b'iDR3.STRIPE82-0001.016728',359.85406344155933,-0.9404012975547168,6.409449577331543,0.0,0.01,0.99
468,b'iDR3.STRIPE82-0001.016729',359.6608105837132,-0.9402413613351932,7.578028678894043,0.01,0.0,0.99
469,b'iDR3.STRIPE82-0001.016815',0.2515431601154963,-0.9413170289443274,16.308433532714844,0.02,0.0,0.98
470,b'iDR3.STRIPE82-0001.016821',359.86223746538326,-0.9379976802229922,5.795505523681641,0.0,0.0,1.0
471,b'iDR3.STRIPE82-0001.016830',359.42306445132004,-0.9377051706557452,8.685407638549805,0.0,0.01,0.99
472,b'iDR3.STRIPE82-0001.016886',0.1808227044790514,-0.9363597947140776,4.60681676864624,0.05,0.0,0.95
473,b'iDR3.STRIPE82-0001.016956',0.1351487066477331,-0.9345921277498316,6.592683792114258,0.06,0.46,0.48
474,b'iDR3.STRIPE82-0001.016995',359.6120679614965,-0.933539090186221,8.883624076843262,0.0,0.0,1.0
475,b'iDR3.STRIPE82-0001.016998',0.3626524626610783,-0.9348185193669676,7.670745372772217,0.0,0.0,1.0
476,b'iDR3.STRIPE82-0001.017007',0.0360885090365708,-0.9334422558321208,6.460822105407715,0.0,0.0,1.0
477,b'iDR3.STRIPE82-0001.017041',0.4039434906163719,-0.9329429125103024,9.048883438110352,0.0,0.0,1.0
478,b'iDR3.STRIPE82-0001.017043',359.5297056101448,-0.9336482453658282,12.518818855285645,0.0,0.0,1.0
479,b'iDR3.STRIPE82-0001.017071',0.5060382899238749,-0.9313173791962672,8.715256690979004,0.01,0.0,0.99
480,b'iDR3.STRIPE82-0001.017093',0.0746264812828258,-0.9306592512554538,8.331220626831055,0.2,0.18,0.62
481,b'iDR3.STRIPE82-0001.017097',359.5482024960773,-0.9304166706287958,11.85283374786377,0.0,0.0,1.0
482,b'iDR3.STRIPE82-0001.017118',0.1928988542323811,-0.9299492770337474,6.918406009674072,0.0,0.0,1.0
483,b'iDR3.STRIPE82-0001.017131',0.4047678425648017,-0.9296128959334694,8.197105407714844,0.01,0.0,0.99
484,b'iDR3.STRIPE82-0001.017150',0.6221387296065183,-0.9292220215824492,6.7511515617370605,0.0,0.01,0.99
485,b'iDR3.STRIPE82-0001.017174',359.65193238498875,-0.9306171614766288,7.980345726013184,0.0,0.0,1.0
486,b'iDR3.STRIPE82-0001.017176',0.6436781505384673,-0.9283472244038834,15.446428298950195,0.01,0.0,0.99
487,b'iDR3.STRIPE82-0001.017194',0.6837957656358394,-0.9289540756389312,6.438666820526123,0.0,0.0,1.0
488,b'iDR3.STRIPE82-0001.017227',0.3407322547244185,-0.9297714222110596,10.028367042541504,0.02,0.0,0.98
489,b'iDR3.STRIPE82-0001.017264',359.8545616030681,-0.92606668502857,8.014875411987305,0.0,0.0,1.0
490,b'iDR3.STRIPE82-0001.017303',0.1184675389227511,-0.9250251639606212,7.274246692657471,0.02,0.0,0.98
491,b'iDR3.STRIPE82-0001.017332',0.1025254961352866,-0.9238564319554312,10.228731155395508,0.0,0.0,1.0
492,b'iDR3.STRIPE82-0001.017410',359.6945736513567,-0.9269328159734728,16.250812530517578,0.01,0.0,0.99
493,b'iDR3.STRIPE82-0001.017458',359.5136485772212,-0.920428540208194,4.767965793609619,0.07,0.19,0.74
494,b'iDR3.STRIPE82-0001.017475',0.3021353548141421,-0.9200241790067328,6.12241268157959,0.0,0.0,1.0
495,b'iDR3.STRIPE82-0001.017493',0.3241353532110677,-0.9366003062248384,7.670257091522217,0.0,0.0,1.0
496,b'iDR3.STRIPE82-0001.017524',0.1129541767688933,-0.9188816935761284,6.577376365661621,0.0,0.0,1.0
497,b'iDR3.STRIPE82-0001.017535',0.6062407475464939,-0.9184177820824088,14.496423721313477,0.0,0.0,1.0
498,b'iDR3.STRIPE82-0001.017580',0.3048852674905668,-0.9229372252049938,4.526108264923096,0.0,0.0,1.0
499,b'iDR3.STRIPE82-0001.017691',0.0089707487169511,-0.9144256341956364,12.095438957214355,0.0,0.0,1.0
500,b'iDR3.STRIPE82-0001.017697',0.5054381317259887,-0.919316925333311,5.50875997543335,0.04,0.0,0.96
501,b'iDR3.STRIPE82-0001.017791',0.128718378949588,-0.911819614254316,5.824789524078369,0.0,0.0,1.0
502,b'iDR3.STRIPE82-0001.017921',0.364426935429091,-0.907621893095996,5.848971366882324,0.03,0.02,0.95
503,b'iDR3.STRIPE82-0001.017934',0.2806181016472773,-0.9081904434174314,15.78603458404541,0.02,0.0,0.98
504,b'iDR3.STRIPE82-0001.018006',359.40187704623185,-0.9064229904598392,11.294685363769531,0.0,0.0,1.0
505,b'iDR3.STRIPE82-0001.018044',0.4639741147076842,-0.9047910886103716,7.456550598144531,0.0,0.0,1.0
506,b'iDR3.STRIPE82-0001.018060',359.9367474012702,-0.9051023111930704,8.531696319580078,0.0,0.0,1.0
507,b'iDR3.STRIPE82-0001.018061',359.4334181290301,-0.9041934420357276,7.937569618225098,0.0,0.0,1.0
508,b'iDR3.STRIPE82-0001.018116',0.561814925730965,-0.9042411351462027,7.716708183288574,0.0,0.0,1.0
509,b'iDR3.STRIPE82-0001.018141',359.9169256205208,-0.9045665395065796,7.8347249031066895,0.0,0.0,1.0
510,b'iDR3.STRIPE82-0001.018175',0.5156231060045052,-0.906995669989947,7.245657444000244,0.0,0.0,1.0
511,b'iDR3.STRIPE82-0001.018188',0.7118026383290834,-0.8999474637109656,11.34106159210205,0.14,0.35,0.51
512,b'iDR3.STRIPE82-0001.018239',359.5357017643373,-0.8987377909422952,10.714226722717283,0.0,0.0,1.0
513,b'iDR3.STRIPE82-0001.018301',359.39092379593006,-0.8974094074923533,5.67094087600708,0.0,0.0,1.0
514,b'iDR3.STRIPE82-0001.018305',0.2509100679694183,-0.899461992336153,13.40001106262207,0.0,0.0,1.0
515,b'iDR3.STRIPE82-0001.018401',0.4073385005969201,-0.8949090844099143,9.800699234008787,0.0,0.0,1.0
516,b'iDR3.STRIPE82-0001.018477',0.6564713717390457,-0.8934994480471375,13.108345985412598,0.0,0.0,1.0
517,b'iDR3.STRIPE82-0001.018485',0.0707295933586105,-0.893587032690946,7.455090045928955,0.0,0.0,1.0
518,b'iDR3.STRIPE82-0001.018625',359.9590556742233,-0.8888516936145722,4.844758987426758,0.01,0.0,0.99
519,b'iDR3.STRIPE82-0001.018708',0.2986352277446811,-0.8867239581197595,9.413509368896484,0.0,0.0,1.0
520,b'iDR3.STRIPE82-0001.018730',0.088090894302766,-0.886464058532249,12.321576118469238,0.0,0.0,1.0
521,b'iDR3.STRIPE82-0001.018774',0.0241085150893875,-0.8851274512717288,5.072971820831299,0.0,0.01,0.99
522,b'iDR3.STRIPE82-0001.018843',0.5836268382325284,-0.8832160062011378,5.351993560791016,0.0,0.0,1.0
523,b'iDR3.STRIPE82-0001.018883',0.1764155397822752,-0.882152686621199,4.935540199279785,0.0,0.0,1.0
524,b'iDR3.STRIPE82-0001.018895',0.4820996967833382,-0.8818514590069885,7.084650039672852,0.0,0.0,1.0
525,b'iDR3.STRIPE82-0001.018944',359.5366933678,-0.8867403687187826,4.348078727722168,0.0,0.02,0.98
526,b'iDR3.STRIPE82-0001.018987',359.5148500295547,-0.8797252793675113,5.57969856262207,0.0,0.0,1.0
527,b'iDR3.STRIPE82-0001.019056',0.2272992660698501,-0.8778130172825678,6.788582801818848,0.0,0.0,1.0
528,b'iDR3.STRIPE82-0001.019092',0.5613494381639368,-0.8767159398809469,7.292611598968506,0.0,0.0,1.0
529,b'iDR3.STRIPE82-0001.019133',0.1722959168425534,-0.8755238467542598,7.864356517791748,0.0,0.0,1.0
530,b'iDR3.STRIPE82-0001.019137',0.4033668910997902,-0.8753583744487526,5.871880531311035,0.01,0.01,0.98
531,b'iDR3.STRIPE82-0001.019138',359.4596190349194,-0.8790608128821297,11.93323040008545,0.0,0.0,1.0
532,b'iDR3.STRIPE82-0001.019165',0.263677875445881,-0.8746157653572995,6.325524806976318,0.0,0.0,1.0
533,b'iDR3.STRIPE82-0001.019172',0.2685468013017591,-0.8745448396417741,5.563412666320801,0.01,0.01,0.98
534,b'iDR3.STRIPE82-0001.019195',359.7092586412528,-0.8738668316711523,10.566575050354004,0.0,0.0,1.0
535,b'iDR3.STRIPE82-0001.019237',0.7054115543200816,-0.8765636407401166,5.551766395568848,0.01,0.0,0.99
536,b'iDR3.STRIPE82-0001.019242',0.4321351121354541,-0.8727184601649698,4.626928806304932,0.05,0.0,0.95
537,b'iDR3.STRIPE82-0001.019305',359.7203043287948,-0.8722771720428059,4.836940765380859,0.01,0.0,0.99
538,b'iDR3.STRIPE82-0001.019333',0.2678094134552446,-0.8707502412646494,13.858514785766602,0.0,0.0,1.0
539,b'iDR3.STRIPE82-0001.019334',359.5326761913694,-0.8707494448099761,6.763000011444092,0.0,0.0,1.0
540,b'iDR3.STRIPE82-0001.019339',359.40555172147964,-0.8704582914546559,5.607931137084961,0.0,0.07,0.93
541,b'iDR3.STRIPE82-0001.019357',0.3657249827903623,-0.870119515546666,7.642002582550049,0.02,0.0,0.98
542,b'iDR3.STRIPE82-0001.019358',359.7362768320704,-0.8700876709508208,9.232007026672363,0.0,0.0,1.0
543,b'iDR3.STRIPE82-0001.019472',0.2623918310147371,-0.8667069690955294,6.163458347320557,0.0,0.0,1.0
544,b'iDR3.STRIPE82-0001.019478',0.4472551148870807,-0.8667399398864789,7.05664587020874,0.0,0.0,1.0
545,b'iDR3.STRIPE82-0001.019522',359.42997740271,-0.8649331548756046,6.2217936515808105,0.0,0.0,1.0
546,b'iDR3.STRIPE82-0001.019523',0.1024571248470656,-0.866159901975746,4.291719436645508,0.11,0.01,0.88
547,b'iDR3.STRIPE82-0001.019568',359.6314485545723,-0.868068511064039,8.528704643249512,0.0,0.0,1.0
