ID,RA,DEC,FWHM_R
iDR3.STRIPE82-0001.000088,359.82176447675937,-1.4094522019267217,5.94842004776001
iDR3.STRIPE82-0001.000165,359.8983171777531,-1.406893890087187,5.268520832061768
iDR3.STRIPE82-0001.000195,359.51386369148315,-1.4059249276509815,10.027713775634766
iDR3.STRIPE82-0001.000298,0.47754737747230885,-1.4033098401905446,3.1699445247650146
iDR3.STRIPE82-0001.000395,359.5144485480516,-1.4005509494993127,9.778894424438477
iDR3.STRIPE82-0001.000409,359.4074077907685,-1.4001904395588152,5.183852672576904
iDR3.STRIPE82-0001.000433,0.46999414925673355,-1.400680739278803,7.895710468292236
iDR3.STRIPE82-0001.000640,0.4276622725660639,-1.3942456562123833,12.185962677001953
iDR3.STRIPE82-0001.000657,0.6619778370498633,-1.3937748175292455,6.294702053070068
iDR3.STRIPE82-0001.000789,0.685663672363507,-1.389904935425997,6.6172566413879395
iDR3.STRIPE82-0001.000854,359.42897490311236,-1.3881854446934931,3.1118385791778564
iDR3.STRIPE82-0001.000984,0.6673223625822773,-1.3850163695808841,9.0252103805542
iDR3.STRIPE82-0001.001041,0.42102390442642146,-1.3837421138642774,6.287112236022949
iDR3.STRIPE82-0001.001086,0.21274392105069265,-1.385374107729499,7.497020244598389
iDR3.STRIPE82-0001.001102,0.1776156034465265,-1.382705895725233,6.376463890075684
iDR3.STRIPE82-0001.001114,359.9058988208116,-1.3823655146588383,9.18996810913086
iDR3.STRIPE82-0001.001143,359.8025747900286,-1.3851218221196624,13.958721160888672
iDR3.STRIPE82-0001.001151,359.4465935053455,-1.3813504948671618,9.571831703186035
iDR3.STRIPE82-0001.001178,0.30845212423462337,-1.3809588182612442,10.911540985107422
iDR3.STRIPE82-0001.001209,0.39015320546019744,-1.3802240457399957,3.041097640991211
iDR3.STRIPE82-0001.001233,359.8934774139642,-1.37964133645318,5.203647613525391
iDR3.STRIPE82-0001.001250,0.3927684076012454,-1.3796791692275177,18.17776107788086
iDR3.STRIPE82-0001.001298,0.5282577512686748,-1.378169671232661,6.653200149536133
iDR3.STRIPE82-0001.001306,0.3139205300377635,-1.3780918724085733,6.275838851928711
iDR3.STRIPE82-0001.001323,359.3725393603361,-1.377537040650716,6.097919464111328
iDR3.STRIPE82-0001.001385,0.573935245833841,-1.3758634247390422,4.865788459777832
iDR3.STRIPE82-0001.001409,0.37301987409988935,-1.3754123799903717,9.861311912536621
iDR3.STRIPE82-0001.001454,0.6494118839082639,-1.3745948046126242,7.498985290527344
iDR3.STRIPE82-0001.001470,359.889939489733,-1.3758590293566288,8.39466381072998
iDR3.STRIPE82-0001.001485,0.3347964327369336,-1.373769370272131,8.0649995803833
iDR3.STRIPE82-0001.001491,0.3176350541420349,-1.3740062103897632,6.514678001403809
iDR3.STRIPE82-0001.001495,359.54880805337194,-1.373450862784264,3.3806607723236084
iDR3.STRIPE82-0001.001496,359.5272322541467,-1.3734094508225847,11.131881713867188
iDR3.STRIPE82-0001.001521,359.6256542166552,-1.3730592153443637,5.988729953765869
iDR3.STRIPE82-0001.001638,0.3781902153235567,-1.3700561899297572,5.2714948654174805
iDR3.STRIPE82-0001.001646,359.6923653384501,-1.3790493003317212,5.000191688537598
iDR3.STRIPE82-0001.001648,0.5371955843321832,-1.372387310771735,7.4789042472839355
iDR3.STRIPE82-0001.001650,359.8526829308204,-1.3714884699593297,8.655380249023438
iDR3.STRIPE82-0001.001736,0.28037534398248865,-1.3680856795516565,8.034770965576172
iDR3.STRIPE82-0001.001847,0.14678748954007975,-1.3679492503822146,6.8256072998046875
iDR3.STRIPE82-0001.001884,359.37993770815746,-1.364889335656809,5.441117286682129
iDR3.STRIPE82-0001.001967,0.05254488361954553,-1.3658533044538597,4.631381988525391
iDR3.STRIPE82-0001.001974,0.23745622990432957,-1.3707226778659642,26.129396438598633
iDR3.STRIPE82-0001.002089,359.76490698267156,-1.3601354780419175,7.49545955657959
iDR3.STRIPE82-0001.002162,0.29362305977640724,-1.3619128764240827,6.787559986114502
iDR3.STRIPE82-0001.002210,359.9805221756282,-1.3590861491102362,5.291051864624023
iDR3.STRIPE82-0001.002218,359.4060746179039,-1.3580015492551283,10.117602348327637
iDR3.STRIPE82-0001.002225,0.26100776767666606,-1.3570896005278714,6.29642915725708
iDR3.STRIPE82-0001.002247,359.54330156611815,-1.3566183060776316,10.821492195129395
iDR3.STRIPE82-0001.002362,0.2314627721574696,-1.3548431525704516,14.314642906188965
iDR3.STRIPE82-0001.002378,0.21778718186546525,-1.3547368229687513,7.476225852966309
iDR3.STRIPE82-0001.002566,0.3582239007988412,-1.3482794360082595,4.168893337249756
iDR3.STRIPE82-0001.002639,0.6051532725440262,-1.353620895475594,6.197373867034912
iDR3.STRIPE82-0001.002694,359.53993351217207,-1.3458563717819567,10.896522521972656
iDR3.STRIPE82-0001.002697,359.88969855588044,-1.3454444959674672,6.543996810913086
iDR3.STRIPE82-0001.002706,0.06662564949240715,-1.3516970414659564,10.002851486206055
iDR3.STRIPE82-0001.002711,0.14528875574144337,-1.3469812028371444,7.969838619232178
iDR3.STRIPE82-0001.002743,359.5273637637577,-1.353985318349814,4.695718288421631
iDR3.STRIPE82-0001.002883,0.6562160920086572,-1.34052750516307,3.9660136699676514
iDR3.STRIPE82-0001.002896,359.91531616562145,-1.3403493038990426,8.402135848999023
iDR3.STRIPE82-0001.003121,359.4815732728222,-1.3350643977144714,2.875042676925659
iDR3.STRIPE82-0001.003128,359.548533970196,-1.334974228471615,3.308027505874634
iDR3.STRIPE82-0001.003146,0.047683524872848757,-1.334546504370247,5.679381847381592
iDR3.STRIPE82-0001.003311,359.6072937419394,-1.3344634092425904,5.786294460296631
iDR3.STRIPE82-0001.003312,0.18237452150503553,-1.3333065365523746,18.070995330810547
iDR3.STRIPE82-0001.003328,0.01953932920455298,-1.3297412514870055,7.384210109710693
iDR3.STRIPE82-0001.003391,359.49549756569604,-1.3280358501088005,5.555059909820557
iDR3.STRIPE82-0001.003510,0.15993539172104138,-1.3295822760469953,13.528886795043945
iDR3.STRIPE82-0001.003512,0.40225067358158656,-1.3249552514169245,6.051511764526367
iDR3.STRIPE82-0001.003537,359.45585267517913,-1.3630434312293458,6.406586170196533
iDR3.STRIPE82-0001.003582,0.25099266673099163,-1.3236791464814501,11.09276008605957
iDR3.STRIPE82-0001.003704,0.23676964551342025,-1.3262798123830348,6.27451753616333
iDR3.STRIPE82-0001.003717,0.6735713885238404,-1.31899327297796,8.492277145385742
iDR3.STRIPE82-0001.003836,359.7112989523572,-1.315790999394331,2.9046542644500732
iDR3.STRIPE82-0001.003858,359.820471323605,-1.3151345896734814,6.6303606033325195
iDR3.STRIPE82-0001.003876,0.0596640262859439,-1.317690963831383,4.566639423370361
iDR3.STRIPE82-0001.003978,359.7873728722665,-1.3165890898695407,5.940192699432373
iDR3.STRIPE82-0001.003985,0.62317787596527,-1.3118157535006103,6.086495399475098
iDR3.STRIPE82-0001.003986,0.6278829714262559,-1.3146401140380846,7.607216835021973
iDR3.STRIPE82-0001.004033,0.5904501273573687,-1.3215029702615664,4.480942726135254
iDR3.STRIPE82-0001.004132,359.75799867196207,-1.3076246789998585,7.564766883850098
iDR3.STRIPE82-0001.004144,359.7700498007259,-1.3072250453743108,9.557514190673828
