ID,RA,DEC,FWHM_R
iDR3.STRIPE82-0001.004170,359.4768965460355,-1.3062662137499472,8.771498680114746
iDR3.STRIPE82-0001.004180,359.526114725075,-1.3059499422490022,8.748977661132812
iDR3.STRIPE82-0001.004194,359.5776197939967,-1.3057043741903456,5.774973392486572
iDR3.STRIPE82-0001.004228,359.90120315245827,-1.3118261808630998,14.949416160583496
iDR3.STRIPE82-0001.004259,359.90634787140243,-1.3036419186583752,18.89142417907715
iDR3.STRIPE82-0001.004302,0.2665750577427231,-1.304082821395891,8.375285148620605
iDR3.STRIPE82-0001.004306,359.83545631693613,-1.3028311038911258,13.135348320007324
iDR3.STRIPE82-0001.004417,0.046070872376901495,-1.2995680972143786,4.906800746917725
iDR3.STRIPE82-0001.004475,0.49928803306051966,-1.2980849068842613,6.224949359893799
iDR3.STRIPE82-0001.004497,0.39308075369731266,-1.2972432803982858,7.43534517288208
iDR3.STRIPE82-0001.004587,359.50060166059365,-1.2984194204600465,9.576096534729004
iDR3.STRIPE82-0001.004601,0.059293227951795445,-1.2936853359295268,7.368366241455078
iDR3.STRIPE82-0001.004660,359.3979720728187,-1.3157937063623881,7.49709415435791
iDR3.STRIPE82-0001.004688,0.6531303892547492,-1.2907130138520568,4.305629730224609
iDR3.STRIPE82-0001.004711,0.33584496097372946,-1.2901888211042372,4.696291923522949
iDR3.STRIPE82-0001.004714,359.63785201272805,-1.2900120026329276,8.441826820373535
iDR3.STRIPE82-0001.004760,359.34006882656337,-1.290203403656556,16.023202896118164
iDR3.STRIPE82-0001.004870,0.03285503913225019,-1.2851889792723312,7.937597274780273
iDR3.STRIPE82-0001.004871,359.92886580428376,-1.2851244178927717,9.25586223602295
iDR3.STRIPE82-0001.004874,359.3786413007906,-1.2849984399162053,11.325998306274414
iDR3.STRIPE82-0001.004930,0.6967449956278956,-1.283305659032664,4.735055446624756
iDR3.STRIPE82-0001.004993,0.6909984981771137,-1.282174054488139,10.597946166992188
iDR3.STRIPE82-0001.005002,0.14707127816613785,-1.2814136156871843,7.724022388458252
iDR3.STRIPE82-0001.005054,359.92335047112846,-1.280430916105961,14.855086326599121
iDR3.STRIPE82-0001.005091,359.90832827087723,-1.283086992175224,14.361069679260254
iDR3.STRIPE82-0001.005138,0.05925883884978806,-1.2775670393175083,11.117761611938477
iDR3.STRIPE82-0001.005139,359.6264335658539,-1.2774852254098286,10.343708992004395
iDR3.STRIPE82-0001.005172,0.17670835903021456,-1.2764718371282344,5.649126052856445
iDR3.STRIPE82-0001.005322,359.8881509927785,-1.2718818777750696,7.23321008682251
iDR3.STRIPE82-0001.005344,0.011206769204428013,-1.2712924364230733,6.917047023773193
iDR3.STRIPE82-0001.005355,0.27566724677368115,-1.2709901322524961,9.039836883544922
iDR3.STRIPE82-0001.005378,359.8640785222703,-1.271134608656429,10.993998527526855
iDR3.STRIPE82-0001.005381,359.93168206898997,-1.2776356905703359,27.607135772705078
iDR3.STRIPE82-0001.005402,359.58447813471076,-1.2706754828756759,7.108015537261963
iDR3.STRIPE82-0001.005418,359.92939229030566,-1.2688075131764953,7.833595275878906
iDR3.STRIPE82-0001.005568,359.3510562694478,-1.2759667123327756,16.742393493652344
iDR3.STRIPE82-0001.005586,359.5842824640395,-1.2641766909610166,5.920851707458496
iDR3.STRIPE82-0001.005642,359.6937995998253,-1.2622192867725683,6.542965412139893
iDR3.STRIPE82-0001.005659,0.4787439397171428,-1.2618750902832643,8.482808113098145
iDR3.STRIPE82-0001.005694,0.6395459587736738,-1.2607648064565846,6.194315433502197
iDR3.STRIPE82-0001.005702,0.2961042558628244,-1.2606159432413426,9.177997589111328
iDR3.STRIPE82-0001.005724,0.5724823411907466,-1.260682295266155,5.563697338104248
iDR3.STRIPE82-0001.005751,0.12401790014090888,-1.2589429703681985,8.868634223937988
iDR3.STRIPE82-0001.005783,359.6763189492476,-1.2578877914027389,5.249350070953369
iDR3.STRIPE82-0001.005791,359.33060344937854,-1.2644849816922503,8.45197868347168
iDR3.STRIPE82-0001.005814,0.12714453534384007,-1.2594763505579183,10.884925842285156
iDR3.STRIPE82-0001.005838,359.38552623116965,-1.2610996140522104,10.404975891113281
iDR3.STRIPE82-0001.005879,359.72896119095697,-1.2547549634911963,11.36599349975586
iDR3.STRIPE82-0001.005885,0.6982573368634595,-1.2558341491062082,5.213443756103516
iDR3.STRIPE82-0001.005970,359.9339773510808,-1.252037495938551,7.747208595275879
iDR3.STRIPE82-0001.006010,359.8186684094214,-1.2506736190372056,8.933379173278809
iDR3.STRIPE82-0001.006013,359.5236668082141,-1.2505049002869526,6.7943644523620605
iDR3.STRIPE82-0001.006014,359.57668888685197,-1.257896262563098,8.899085998535156
iDR3.STRIPE82-0001.006041,359.54459110925376,-1.2497400236687286,5.436514377593994
iDR3.STRIPE82-0001.006055,0.32193278150339,-1.24923020683768,3.1940720081329346
iDR3.STRIPE82-0001.006080,359.7395925395373,-1.2485508791320508,7.69282341003418
iDR3.STRIPE82-0001.006096,0.08564418759246746,-1.2478910746164082,6.293960094451904
iDR3.STRIPE82-0001.006108,0.5051659073135201,-1.247296888858162,9.075502395629883
iDR3.STRIPE82-0001.006118,359.69906263812726,-1.2471045307660822,7.815213203430176
iDR3.STRIPE82-0001.006128,359.74394868788863,-1.2470543660435247,4.809330940246582
iDR3.STRIPE82-0001.006137,359.6959520148893,-1.2464633980638398,9.011927604675293
iDR3.STRIPE82-0001.006150,359.5685437967918,-1.2460672211816177,13.146472930908203
iDR3.STRIPE82-0001.006172,0.6864415968643498,-1.2451632944503772,7.210840702056885
iDR3.STRIPE82-0001.006204,359.63467334363594,-1.244405338068571,14.785948753356934
iDR3.STRIPE82-0001.006266,359.8262056167608,-1.2422667584174916,3.6753761768341064
iDR3.STRIPE82-0001.006274,0.056448975663182986,-1.241974872323579,9.46145248413086
iDR3.STRIPE82-0001.006278,359.7427685224964,-1.241739586100324,12.384027481079102
iDR3.STRIPE82-0001.006281,359.8322783854923,-1.2415853282425553,8.57241439819336
iDR3.STRIPE82-0001.006290,359.69827532455935,-1.2414351069080665,6.166342735290527
iDR3.STRIPE82-0001.006321,359.4442427403268,-1.2405305696862299,3.26669979095459
iDR3.STRIPE82-0001.006362,0.09609097774841979,-1.2392049151074527,4.666784763336182
iDR3.STRIPE82-0001.006386,0.2869931650245925,-1.2386324388045318,5.844784736633301
iDR3.STRIPE82-0001.006395,0.0366397343487526,-1.2384238975014656,12.124353408813477
iDR3.STRIPE82-0001.006414,0.3310395978539519,-1.2378529641019131,6.971436023712158
iDR3.STRIPE82-0001.006426,359.8746563657998,-1.2388926056025378,16.843807220458984
iDR3.STRIPE82-0001.006428,359.8238906949727,-1.237434430880251,5.594258785247803
iDR3.STRIPE82-0001.006436,0.254460961152516,-1.2371296075743707,6.593971252441406
iDR3.STRIPE82-0001.006437,359.52716853167976,-1.2376460259526212,15.842743873596191
iDR3.STRIPE82-0001.006515,359.59812213502664,-1.2393535217156588,11.407014846801758
iDR3.STRIPE82-0001.006617,0.10068011740020999,-1.2457802650860337,5.227817058563232
iDR3.STRIPE82-0001.006633,359.6349750134819,-1.2306747206793913,13.473123550415039
iDR3.STRIPE82-0001.006634,0.38327922952269694,-1.230626117908416,14.71390438079834
iDR3.STRIPE82-0001.006738,0.4246948139129177,-1.2276422068052462,5.491309642791748
iDR3.STRIPE82-0001.006742,0.6935847508000131,-1.2276521097031263,5.316437244415283
iDR3.STRIPE82-0001.006744,0.0898298592892182,-1.2274582318606644,6.297140598297119
iDR3.STRIPE82-0001.006776,359.40858227456613,-1.2269538003320828,16.35281753540039
iDR3.STRIPE82-0001.006808,359.2984796842387,-1.225540177588909,7.00330924987793
iDR3.STRIPE82-0001.006828,0.302616424264668,-1.228318208652066,4.728641510009766
iDR3.STRIPE82-0001.006868,0.07479361933284231,-1.2242457625588872,6.838695049285889
iDR3.STRIPE82-0001.006891,359.79247544721875,-1.2227010529826499,8.065876007080078
iDR3.STRIPE82-0001.006919,0.2970398469648443,-1.2216332524191602,5.117505073547363
iDR3.STRIPE82-0001.006920,359.5318300331954,-1.221592111909326,5.383640289306641
iDR3.STRIPE82-0001.006941,0.1006690656019701,-1.2223666474955883,4.964582920074463
iDR3.STRIPE82-0001.006967,0.3036027219549766,-1.2202743090341102,17.32809829711914
iDR3.STRIPE82-0001.006968,359.7937411777557,-1.2203291061312598,6.90802001953125
iDR3.STRIPE82-0001.007120,359.5716467558296,-1.2160044858835695,7.432312965393066
iDR3.STRIPE82-0001.007166,359.50623577165135,-1.2145771541043,7.156839370727539
iDR3.STRIPE82-0001.007184,0.09605834777121175,-1.214128713979051,10.236919403076172
iDR3.STRIPE82-0001.007192,359.35727147858773,-1.2153977273782817,6.009401798248291
iDR3.STRIPE82-0001.007223,0.5745871059837041,-1.2130317364221832,4.9679436683654785
iDR3.STRIPE82-0001.007227,0.2236554033901314,-1.2131233493707076,6.566831588745117
iDR3.STRIPE82-0001.007275,359.78862514727575,-1.2111899958865333,7.129508972167969
iDR3.STRIPE82-0001.007282,359.98965731064544,-1.2111759998570955,5.990375518798828
iDR3.STRIPE82-0001.007304,0.39842589836802306,-1.210253578035121,6.773011684417725
iDR3.STRIPE82-0001.007319,0.03544813069255415,-1.2096883423795428,5.44532585144043
iDR3.STRIPE82-0001.007366,359.3104993495306,-1.208120344525896,6.534438610076904
iDR3.STRIPE82-0001.007421,0.39060819971105415,-1.2069912310469846,6.1407318115234375
iDR3.STRIPE82-0001.007442,0.5138779906842446,-1.2062806899603316,7.103365898132324
iDR3.STRIPE82-0001.007468,0.02323629423564825,-1.2161147447687997,17.56583595275879
iDR3.STRIPE82-0001.007534,0.096415531215292,-1.20327708828506,6.390009880065918
iDR3.STRIPE82-0001.007568,359.8433419527646,-1.2024081845653343,11.442564010620117
iDR3.STRIPE82-0001.007580,359.38982123033725,-1.217193202538722,4.667250156402588
iDR3.STRIPE82-0001.007587,0.0559459887438256,-1.2135671192219122,16.678607940673828
iDR3.STRIPE82-0001.007601,359.37934736374757,-1.2017368218329751,15.3905668258667
iDR3.STRIPE82-0001.007685,0.6633528115658044,-1.2027922651993823,9.889660835266113
iDR3.STRIPE82-0001.007715,0.6349698379076535,-1.2001914873811546,8.13821792602539
iDR3.STRIPE82-0001.007726,359.8641403776007,-1.198764275517386,14.278828620910645
iDR3.STRIPE82-0001.007735,0.30672615362618827,-1.1986049452853869,5.879343032836914
iDR3.STRIPE82-0001.007766,359.8411287621896,-1.1977727564267673,8.927772521972656
iDR3.STRIPE82-0001.007786,0.25136821434365036,-1.1973212780005063,13.487300872802734
iDR3.STRIPE82-0001.007804,359.8366548317197,-1.2081586354117406,4.703433513641357
iDR3.STRIPE82-0001.007854,359.7145923356415,-1.1954527948976814,6.1016387939453125
iDR3.STRIPE82-0001.007895,359.63170657101045,-1.1944517994667683,10.648360252380371
iDR3.STRIPE82-0001.007940,0.21561319346282098,-1.1983049764288103,5.271884918212891
iDR3.STRIPE82-0001.007944,0.36125154146911226,-1.1927669910663603,6.846658229827881
iDR3.STRIPE82-0001.008046,0.2396065519733618,-1.1901997030997693,5.668786525726318
iDR3.STRIPE82-0001.008105,359.8395880664629,-1.1883059521883081,6.112455368041992
iDR3.STRIPE82-0001.008146,0.2126824540798661,-1.18719679759799,5.048008441925049
iDR3.STRIPE82-0001.008164,0.14709331564330663,-1.1868486118995687,7.0799665451049805
iDR3.STRIPE82-0001.008186,359.82131492260345,-1.1863572232853066,9.156793594360352
iDR3.STRIPE82-0001.008252,0.03623516404562844,-1.1843518431224234,4.601160049438477
iDR3.STRIPE82-0001.008308,0.16638966279731768,-1.1912103302521635,8.230305671691895
iDR3.STRIPE82-0001.008378,359.32962653609457,-1.1809443784310014,7.995378017425537
iDR3.STRIPE82-0001.008481,359.91283910536873,-1.1797298096833768,4.421370029449463
iDR3.STRIPE82-0001.008511,359.8066916054741,-1.1789328552076541,20.658924102783203
iDR3.STRIPE82-0001.008541,359.593693740398,-1.1828397363451528,7.579962730407715
iDR3.STRIPE82-0001.008667,359.9059073815731,-1.174112541472546,6.561112880706787
iDR3.STRIPE82-0001.008694,0.3816685601476129,-1.173279386924352,13.768218040466309
iDR3.STRIPE82-0001.008768,0.276921506812653,-1.1717243875933994,5.193119049072266
iDR3.STRIPE82-0001.008838,0.27817420916467406,-1.168920079651981,9.224526405334473
iDR3.STRIPE82-0001.008888,359.6817953133376,-1.1697925787803596,3.255455732345581
iDR3.STRIPE82-0001.008927,359.3291602417685,-1.166385764548428,5.997214317321777
iDR3.STRIPE82-0001.008960,0.6698388656061975,-1.1658420710577235,5.223932266235352
iDR3.STRIPE82-0001.009022,359.791334923913,-1.163992552980021,9.462845802307129
iDR3.STRIPE82-0001.009026,359.72633866458034,-1.1640352939598124,3.619143486022949
iDR3.STRIPE82-0001.009104,0.2664982182581218,-1.1622093252212191,12.7031831741333
iDR3.STRIPE82-0001.009201,359.6418023155752,-1.1595192845768696,5.519649505615234
iDR3.STRIPE82-0001.009237,359.4385727485827,-1.161254644455764,5.256391525268555
iDR3.STRIPE82-0001.009262,0.39225556448679777,-1.1577997771553628,5.955195426940918
iDR3.STRIPE82-0001.009287,0.6728614398323329,-1.1569009489352111,6.234348773956299
iDR3.STRIPE82-0001.009303,0.21291408165045453,-1.1566337920092162,5.188441753387451
iDR3.STRIPE82-0001.009322,0.24021236472446902,-1.1561206005185145,4.340154647827148
iDR3.STRIPE82-0001.009351,359.3633455259134,-1.1578197525770884,11.515153884887695
iDR3.STRIPE82-0001.009356,0.660642344243539,-1.1549694131563768,5.8547282218933105
iDR3.STRIPE82-0001.009357,359.39462928843335,-1.1551144675829437,13.049904823303223
iDR3.STRIPE82-0001.009376,359.6435161564765,-1.1544331414872542,5.960146427154541
iDR3.STRIPE82-0001.009391,0.44812725190893415,-1.1553879870009964,4.653173446655273
iDR3.STRIPE82-0001.009464,359.3320584516112,-1.1519268936913687,6.027150630950928
iDR3.STRIPE82-0001.009470,0.2880759689968546,-1.1517521367350463,7.600386619567871
iDR3.STRIPE82-0001.009502,359.9227024861683,-1.1672952395584373,4.66866397857666
iDR3.STRIPE82-0001.009546,0.5318992412144407,-1.149870326450945,6.61782169342041
iDR3.STRIPE82-0001.009615,359.74753870364424,-1.1475463915212312,7.420221328735352
iDR3.STRIPE82-0001.009641,0.36150576251131944,-1.1488502527844897,13.470366477966309
iDR3.STRIPE82-0001.009660,359.7408477972479,-1.1574238793161875,5.176653861999512
iDR3.STRIPE82-0001.009667,0.46495629072578776,-1.1459261493953754,5.192886829376221
iDR3.STRIPE82-0001.009705,0.5570947555172112,-1.1448734761098793,5.016912937164307
iDR3.STRIPE82-0001.009714,359.8350785003277,-1.1446046182541727,10.069809913635254
iDR3.STRIPE82-0001.009720,0.19283179082284052,-1.1445121858048162,5.976360321044922
iDR3.STRIPE82-0001.009805,359.9822110506704,-1.142057187477012,4.954338550567627
iDR3.STRIPE82-0001.009857,359.8085437060058,-1.145733586559064,13.391656875610352
iDR3.STRIPE82-0001.009887,359.90053408836854,-1.14354207630026,14.816771507263184
iDR3.STRIPE82-0001.009928,0.23098097288175282,-1.139487289129774,4.249287128448486
iDR3.STRIPE82-0001.009964,0.625513988324556,-1.1373139737122049,10.484036445617676
iDR3.STRIPE82-0001.009966,0.0840514249844938,-1.1371802173401693,6.079107761383057
iDR3.STRIPE82-0001.009967,359.34536040018645,-1.1501562483721868,17.744491577148438
iDR3.STRIPE82-0001.010028,0.47983137154197136,-1.1352560238346474,5.374831676483154
iDR3.STRIPE82-0001.010038,359.63758338109517,-1.1448618275762708,4.7942657470703125
iDR3.STRIPE82-0001.010047,0.4774040149348456,-1.1342608264273382,7.474851608276367
iDR3.STRIPE82-0001.010056,0.015649745717620206,-1.1341832154140734,7.853073596954346
iDR3.STRIPE82-0001.010119,0.14064907955703262,-1.1340901425463028,8.72929859161377
iDR3.STRIPE82-0001.010127,0.6364693782639599,-1.1321209752691654,6.345278263092041
iDR3.STRIPE82-0001.010131,0.6866037696304007,-1.1336833435167244,5.744143962860107
iDR3.STRIPE82-0001.010151,359.8484145809343,-1.1311577599467777,8.210040092468262
iDR3.STRIPE82-0001.010212,0.6554549896694045,-1.129226872597341,7.95371675491333
iDR3.STRIPE82-0001.010228,0.11464371883363612,-1.1288761023097165,9.311872482299805
iDR3.STRIPE82-0001.010288,0.6668676759033074,-1.1306978662808653,5.117241859436035
iDR3.STRIPE82-0001.010293,0.6760234195672052,-1.1293612706443101,6.3389177322387695
iDR3.STRIPE82-0001.010294,0.47453301697737493,-1.1267221648421968,9.808265686035156
iDR3.STRIPE82-0001.010326,0.24601752583971004,-1.1254632079760074,12.379376411437988
iDR3.STRIPE82-0001.010345,0.6763368036467479,-1.1252892545831652,5.297369956970215
iDR3.STRIPE82-0001.010354,359.5460196376345,-1.124739413493861,4.713677406311035
iDR3.STRIPE82-0001.010366,359.6365631540446,-1.1281248913796371,4.381810665130615
iDR3.STRIPE82-0001.010375,359.8178095587613,-1.1242076710313735,5.52528715133667
iDR3.STRIPE82-0001.010460,0.5193047524144173,-1.1228418281917505,12.508466720581055
iDR3.STRIPE82-0001.010465,359.4412963312193,-1.1211822313860136,7.54980993270874
iDR3.STRIPE82-0001.010513,359.8202196106959,-1.1197351563442797,4.668201446533203
iDR3.STRIPE82-0001.010514,0.32504646511558194,-1.1197033394746077,4.636826515197754
iDR3.STRIPE82-0001.010518,359.2941956868704,-1.1195864916988116,13.002364158630371
iDR3.STRIPE82-0001.010532,359.7356642485849,-1.1286477895061262,23.235837936401367
iDR3.STRIPE82-0001.010543,359.706563702859,-1.1184405991328707,5.146322727203369
iDR3.STRIPE82-0001.010640,0.3192431394852878,-1.1200734430833403,9.287793159484863
iDR3.STRIPE82-0001.010646,0.10986955899707786,-1.1158606254491492,5.65684700012207
iDR3.STRIPE82-0001.010697,0.605790695647183,-1.1143676430714156,5.883402347564697
iDR3.STRIPE82-0001.010717,0.6328183095924049,-1.1206361317559927,5.301374435424805
iDR3.STRIPE82-0001.010731,359.64280218053494,-1.1289637530543821,4.868199825286865
iDR3.STRIPE82-0001.010740,359.8476199952732,-1.1128101664021355,9.315618515014648
iDR3.STRIPE82-0001.010744,0.23884964688366236,-1.114784369694172,11.660147666931152
iDR3.STRIPE82-0001.010774,359.7327739672316,-1.1119957060301286,15.402288436889648
iDR3.STRIPE82-0001.010791,0.42722712606198315,-1.1114529987138426,6.166422367095947
iDR3.STRIPE82-0001.010799,0.515988012492486,-1.1112707759205946,7.84637975692749
iDR3.STRIPE82-0001.010872,0.418196995264872,-1.110268690981153,6.177779197692871
iDR3.STRIPE82-0001.010880,0.013350034080892362,-1.1129191770208278,12.077934265136719
iDR3.STRIPE82-0001.010928,0.40876375316093,-1.1073641647784604,13.937915802001953
iDR3.STRIPE82-0001.010929,0.3643120009235602,-1.107385483211583,14.789254188537598
iDR3.STRIPE82-0001.010968,0.672272879173605,-1.10617191036219,5.342438220977783
iDR3.STRIPE82-0001.010970,0.2793949714978448,-1.1062725109133884,18.5760555267334
iDR3.STRIPE82-0001.010988,0.2229467898311672,-1.1152384698190771,5.675024032592773
iDR3.STRIPE82-0001.011020,0.5033817700716694,-1.1044227327243994,13.469467163085938
iDR3.STRIPE82-0001.011050,359.90474390739365,-1.103877787616732,8.007898330688477
iDR3.STRIPE82-0001.011054,0.6045644212684248,-1.1036995474012068,11.142051696777344
iDR3.STRIPE82-0001.011064,0.41000263958102795,-1.1039314235576847,8.22935676574707
iDR3.STRIPE82-0001.011078,0.6920656664268541,-1.106459908993372,15.068351745605469
iDR3.STRIPE82-0001.011104,0.24574806093526036,-1.1080426951839526,9.221522331237793
iDR3.STRIPE82-0001.011118,0.3656501088873684,-1.1020486187364682,4.394700527191162
iDR3.STRIPE82-0001.011141,0.23346237080681104,-1.1015222274979133,8.811834335327148
iDR3.STRIPE82-0001.011145,0.445385934499376,-1.104423050996175,5.4236226081848145
iDR3.STRIPE82-0001.011168,0.6761549821173823,-1.100574164876878,6.084626197814941
iDR3.STRIPE82-0001.011169,0.01431064241859969,-1.1005975619299562,5.216570854187012
iDR3.STRIPE82-0001.011256,0.09174557863449312,-1.098337317176512,6.500985622406006
iDR3.STRIPE82-0001.011276,0.6179609671879357,-1.0978053619027286,11.263056755065918
iDR3.STRIPE82-0001.011282,359.728983183333,-1.0977867144084241,6.97108268737793
iDR3.STRIPE82-0001.011356,0.24716905753210064,-1.0966804629379971,8.616927146911621
iDR3.STRIPE82-0001.011386,359.93528844638627,-1.100229476776762,11.007752418518066
