ID,RA,DEC,MAX,MIN,RES
iDR3.STRIPE82-0001.000088,359.82176447675937,-1.4094522019267215,0.3041013369430105,-0.145721435546875,0.1583799013961355
iDR3.STRIPE82-0001.000165,359.8983171777531,-1.406893890087187,0.24254474793528458,-0.10964184861351411,0.13290289932177046
iDR3.STRIPE82-0001.000195,359.51386369148315,-1.4059249276509815,0.3947824715746786,-0.18903199281030936,0.20575047876436925
iDR3.STRIPE82-0001.000395,359.5144485480516,-1.4005509494993127,0.35571411586948465,-0.19047579612070364,0.165238319748781
iDR3.STRIPE82-0001.000433,0.4699941492567335,-1.400680739278803,0.07164650293595887,-0.6033448417032963,0.5316983387673374
iDR3.STRIPE82-0001.000433,0.4699941492567335,-1.400680739278803,0.3414427975349606,-0.7624019235372543,0.42095912600229374
iDR3.STRIPE82-0001.000789,0.685663672363507,-1.389904935425997,0.2902827883892807,-0.16912173067156858,0.1211610577177121
iDR3.STRIPE82-0001.000984,0.6673223625822773,-1.385016369580884,0.33628769800870345,-0.1504726105459422,0.18581508746276126
iDR3.STRIPE82-0001.001143,359.8025747900286,-1.3851218221196624,0.2988138144706021,-0.08828765153884888,0.21052616293175325
iDR3.STRIPE82-0001.001151,359.4465935053455,-1.3813504948671618,1.0080232738349177,-1.2826924920082092,0.2746692181732915
iDR3.STRIPE82-0001.001151,359.4465935053455,-1.3813504948671618,0.9715388112932896,-1.2644327628842913,0.29289395159100173
iDR3.STRIPE82-0001.001233,359.8934774139642,-1.37964133645318,0.28728650325739,-0.11467217562285284,0.17261432763453718
iDR3.STRIPE82-0001.001298,0.5282577512686748,-1.378169671232661,0.3242733381163613,-0.2160865517055963,0.10818678641076498
iDR3.STRIPE82-0001.001323,359.3725393603361,-1.377537040650716,1.0013648326319238,-1.144514119347745,0.14314928671582128
iDR3.STRIPE82-0001.001470,359.889939489733,-1.3758590293566288,0.29303877735598316,-0.0717786401779183,0.22126013717806486
iDR3.STRIPE82-0001.001496,359.5272322541467,-1.3734094508225847,0.293038163980673,-0.15365888200897782,0.1393792819716952
iDR3.STRIPE82-0001.001521,359.6256542166552,-1.3730592153443637,0.22495412125201164,-0.09005428353405431,0.13489983771795733
iDR3.STRIPE82-0001.001646,359.6923653384501,-1.3790493003317212,0.23355902677859225,-0.06673764790836566,0.16682137887022658
iDR3.STRIPE82-0001.001650,359.8526829308204,-1.3714884699593295,0.23663518041095577,-0.11400665724111719,0.12262852316983858
iDR3.STRIPE82-0001.001884,359.37993770815746,-1.364889335656809,0.9943550257689362,-1.3284836517425265,0.3341286259735903
iDR3.STRIPE82-0001.001974,0.2374562299043295,-1.3707226778659642,0.24256748404800188,-0.07613730347542291,0.16643018057257897
iDR3.STRIPE82-0001.002247,359.54330156611815,-1.3566183060776316,0.3450559118171153,-0.1655169435558267,0.17953896826128862
iDR3.STRIPE82-0001.002362,0.2314627721574696,-1.3548431525704516,0.242531363633268,-0.07617241061119562,0.16635895302207238
iDR3.STRIPE82-0001.002378,0.2177871818654652,-1.3547368229687513,0.22654211638115274,-0.10369818429585656,0.12284393208529618
iDR3.STRIPE82-0001.002639,0.6051532725440262,-1.353620895475594,0.2751671040626497,-0.16455980697042907,0.11060729709222064
iDR3.STRIPE82-0001.002697,359.88969855588044,-1.3454444959674672,0.25802503311294334,-0.03412249536886973,0.2239025377440736
iDR3.STRIPE82-0001.002743,359.5273637637577,-1.353985318349814,0.2718220404001191,-0.06693141663863136,0.20489062376148773
iDR3.STRIPE82-0001.002896,359.91531616562145,-1.3403493038990426,0.7560624388977044,-0.6233947277069092,0.13266771119079523
iDR3.STRIPE82-0001.003311,359.6072937419394,-1.3344634092425904,0.2034687881904521,-0.07864283234012592,0.12482595585032619
iDR3.STRIPE82-0001.003312,0.1823745215050355,-1.3333065365523746,0.22467618124173527,-0.08967503569767654,0.13500114554405873
iDR3.STRIPE82-0001.003328,0.0195393292045529,-1.3297412514870055,0.32676548618170964,-0.20410076103552383,0.12266472514618582
iDR3.STRIPE82-0001.003704,0.2367696455134202,-1.3262798123830348,0.16362524546626067,-0.03855132160250896,0.1250739238637517
iDR3.STRIPE82-0001.003876,0.0596640262859439,-1.317690963831383,0.24058732865146304,-0.043087465831242566,0.19749986282022047
iDR3.STRIPE82-0001.003978,359.7873728722665,-1.3165890898695407,0.2685712540127334,-0.08307802531793235,0.18549322869480106
iDR3.STRIPE82-0001.004033,0.5904501273573687,-1.3215029702615664,0.1570732098160429,-0.03669724135739427,0.12037596845864862
iDR3.STRIPE82-0001.004228,359.90120315245827,-1.3118261808630998,0.5282979677392141,-0.09037430941885803,0.43792365832035607
iDR3.STRIPE82-0001.004259,359.90634787140243,-1.3036419186583752,0.26535669586012023,-0.0011594027345310492,0.2641972931255892
iDR3.STRIPE82-0001.004417,0.0460708723769014,-1.2995680972143786,0.23953472498270484,-0.12310084942510342,0.11643387555760142
iDR3.STRIPE82-0001.004475,0.4992880330605196,-1.2980849068842613,0.23376260354610312,-0.09626159572341841,0.1375010078226847
iDR3.STRIPE82-0001.004587,359.50060166059365,-1.2984194204600463,0.25029627120458264,-0.04346654501912961,0.20682972618545303
iDR3.STRIPE82-0001.004660,359.3979720728187,-1.315793706362388,0.9951624080104193,-1.4422624707221985,0.44710006271177916
iDR3.STRIPE82-0001.004660,359.3979720728187,-1.315793706362388,0.9946010897353164,-1.4154907802548777,0.4208896905195614
iDR3.STRIPE82-0001.004714,359.63785201272805,-1.2900120026329276,0.22320684545668357,-0.018719239288576713,0.20448760616810685
iDR3.STRIPE82-0001.004760,359.34006882656337,-1.290203403656556,0.2834878367596975,-0.1806262617191948,0.10286157504050272
iDR3.STRIPE82-0001.005002,0.1470712781661378,-1.2814136156871845,0.19812732239482878,-0.07323092124520092,0.12489640114962786
iDR3.STRIPE82-0001.005054,359.92335047112846,-1.280430916105961,0.9759712878465635,-0.5205970138192346,0.4553742740273289
iDR3.STRIPE82-0001.005054,359.92335047112846,-1.280430916105961,0.20170762292765382,-0.0884289443797801,0.11327867854787371
iDR3.STRIPE82-0001.005344,0.011206769204428,-1.271292436423073,0.2433992830397937,-0.021958231925964355,0.22144105111382933
iDR3.STRIPE82-0001.005378,359.8640785222703,-1.271134608656429,0.16835972670312682,-0.05495278897523169,0.11340693772789513
iDR3.STRIPE82-0001.005381,359.93168206899,-1.277635690570336,0.1971557354154468,-0.08144576861736688,0.1157099667980799
iDR3.STRIPE82-0001.005381,359.93168206899,-1.277635690570336,0.9759712878465635,-0.5194578498482874,0.45651343799827615
iDR3.STRIPE82-0001.005586,359.5842824640395,-1.2641766909610166,0.2777466538034344,-0.1557965668192473,0.12195008698418708
iDR3.STRIPE82-0001.005642,359.6937995998253,-1.2622192867725683,0.22879834036917734,-0.11460626784286959,0.11419207252630775
iDR3.STRIPE82-0001.005791,359.33060344937854,-1.2644849816922503,0.2650224639450295,-0.0346039054571009,0.23041855848792858
iDR3.STRIPE82-0001.006080,359.7395925395373,-1.2485508791320508,0.174099571609798,-0.049926453329632164,0.12417311828016583
iDR3.STRIPE82-0001.006096,0.0856441875924674,-1.2478910746164082,0.22003525070680932,-0.11481376129136353,0.10522148941544579
iDR3.STRIPE82-0001.006108,0.5051659073135201,-1.247296888858162,0.3742866708361083,-0.16017390525518282,0.21411276558092546
iDR3.STRIPE82-0001.006128,359.74394868788863,-1.2470543660435247,0.1740107010844379,-0.041766707352753694,0.1322439937316842
iDR3.STRIPE82-0001.006137,359.6959520148893,-1.2464633980638398,0.21124451033077335,-0.10748577117919922,0.10375873915157413
iDR3.STRIPE82-0001.006172,0.6864415968643498,-1.2451632944503772,0.1454737652011508,-0.005795283553455941,0.13967848164769486
iDR3.STRIPE82-0001.006204,359.63467334363594,-1.244405338068571,0.27172813295473025,-0.15568776580585098,0.11604036714887928
iDR3.STRIPE82-0001.006278,359.7427685224964,-1.241739586100324,0.17403460254699282,-0.050731186938914444,0.12330341560807838
iDR3.STRIPE82-0001.006281,359.8322783854923,-1.2415853282425553,0.5056253098001515,-0.27046592373552636,0.23515938606462516
iDR3.STRIPE82-0001.006281,359.8322783854923,-1.2415853282425553,0.3960377408594789,-0.2353450526724256,0.16069268818705332
iDR3.STRIPE82-0001.006362,0.0960909777484197,-1.239204915107453,0.23856660122342338,-0.07724871646190357,0.16131788476151981
iDR3.STRIPE82-0001.006426,359.8746563657998,-1.2388926056025378,0.9912509849865769,-0.560083419084549,0.431167565902028
iDR3.STRIPE82-0001.006426,359.8746563657998,-1.2388926056025378,0.9880137078796654,-0.5282730460166931,0.45974066186297224
iDR3.STRIPE82-0001.006436,0.254460961152516,-1.2371296075743707,0.2297732416575558,-0.11762938387805014,0.11214385777950567
iDR3.STRIPE82-0001.006437,359.52716853167976,-1.2376460259526212,0.22751813104597401,-0.029924613829935942,0.19759351721603807
iDR3.STRIPE82-0001.006617,0.1006801174002099,-1.2457802650860337,0.19143026422595028,-0.0752790976895149,0.11615116653643537
iDR3.STRIPE82-0001.006633,359.6349750134819,-1.230674720679391,0.17651030840888213,-0.07168639300531343,0.1048239154035687
iDR3.STRIPE82-0001.006633,359.6349750134819,-1.230674720679391,0.006121797771646717,-0.1545565037404525,0.14843470596880576
iDR3.STRIPE82-0001.006634,0.3832792295226969,-1.230626117908416,0.1980643553630139,-0.07556575743055327,0.12249859793246062
iDR3.STRIPE82-0001.006742,0.6935847508000131,-1.2276521097031263,0.19705115848206378,-0.08506044907080273,0.11199070941126105
iDR3.STRIPE82-0001.006742,0.6935847508000131,-1.2276521097031263,0.19765074529804066,-0.08803732357346898,0.10961342172457168
iDR3.STRIPE82-0001.006744,0.0898298592892182,-1.2274582318606644,0.1736023634280942,-0.065773721889545,0.10782864153854921
iDR3.STRIPE82-0001.006776,359.40858227456613,-1.2269538003320828,1.00214626216223,-1.404470980167389,0.402324718005159
iDR3.STRIPE82-0001.006776,359.40858227456613,-1.2269538003320828,1.0428773628808699,-1.404470980167389,0.36159361728651906
iDR3.STRIPE82-0001.006776,359.40858227456613,-1.2269538003320828,1.000167185922086,-1.4155485881945253,0.41538140227243936
iDR3.STRIPE82-0001.006776,359.40858227456613,-1.2269538003320828,0.9971438957945142,-1.4129395554979385,0.41579565970342425
iDR3.STRIPE82-0001.006776,359.40858227456613,-1.2269538003320828,0.9298778062450119,-1.4218443567680987,0.4919665505230868
iDR3.STRIPE82-0001.006776,359.40858227456613,-1.2269538003320828,0.9998466862062272,-1.404470980167389,0.40462429396116173
iDR3.STRIPE82-0001.006776,359.40858227456613,-1.2269538003320828,0.9762937212841093,-1.4086887855524761,0.4323950642683668
iDR3.STRIPE82-0001.006776,359.40858227456613,-1.2269538003320828,0.9835534302792156,-1.404470980167389,0.4209175498881733
iDR3.STRIPE82-0001.006776,359.40858227456613,-1.2269538003320828,1.0087144177792746,-1.404470980167389,0.3957565623881143
iDR3.STRIPE82-0001.006776,359.40858227456613,-1.2269538003320828,0.9564400402505718,-1.4215003776350112,0.4650603373844394
iDR3.STRIPE82-0001.006776,359.40858227456613,-1.2269538003320828,0.9799911195294317,-1.404470980167389,0.4244798606379572
iDR3.STRIPE82-0001.006776,359.40858227456613,-1.2269538003320828,0.9943851427263457,-1.404470980167389,0.4100858374410432
iDR3.STRIPE82-0001.006776,359.40858227456613,-1.2269538003320828,0.9821789521722678,-1.404470980167389,0.4222920279951211
iDR3.STRIPE82-0001.006776,359.40858227456613,-1.2269538003320828,0.9131110262934459,-1.3992005462241281,0.4860895199306823
